127.0.0.1 - - [09/Aug/2017:09:49:14 +0530] "GET / HTTP/1.1" 404 1000
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/ HTTP/1.1" 200 1702
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/bower_components/angular-tooltips/dist/angular-tooltips.js HTTP/1.1" 200 28491
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/js/app.js HTTP/1.1" 200 1298
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/js/controller/homeController.js HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/js/controller/userLoginController.js HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/js/service/generatenewAccess.js HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /TodoApp/js/service/todoservice.js HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /favicon.ico HTTP/1.1" 404 1022
127.0.0.1 - - [09/Aug/2017:09:49:15 +0530] "GET /favicon.ico HTTP/1.1" 404 1022
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "POST /TodoApp/userlogin HTTP/1.1" 200 166
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/templates/home.html HTTP/1.1" 200 11534
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/person_add_18px.svg HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/orange.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/gray.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/red.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/blue.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/green.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "POST /TodoApp/app/getAllTodoTask HTTP/1.1" 200 2252
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/white.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/teal.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/colorImages/yellow.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:37 +0530] "GET /TodoApp/images/icons8-Image%20File-26.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:38 +0530] "GET /TodoApp/images/icons8-Delete%20Message%20Filled-50.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:49:38 +0530] "GET /TodoApp/images/clock.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:50:55 +0530] "GET /TodoApp/ HTTP/1.1" 200 1702
127.0.0.1 - - [09/Aug/2017:09:50:55 +0530] "GET /TodoApp/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:50:55 +0530] "GET /TodoApp/templates/home.html HTTP/1.1" 200 11517
127.0.0.1 - - [09/Aug/2017:09:50:55 +0530] "POST /TodoApp/app/getAllTodoTask HTTP/1.1" 200 2252
127.0.0.1 - - [09/Aug/2017:09:50:56 +0530] "GET /TodoApp/ HTTP/1.1" 200 1702
127.0.0.1 - - [09/Aug/2017:09:50:57 +0530] "GET /TodoApp/templates/home.html HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:50:57 +0530] "POST /TodoApp/app/getAllTodoTask HTTP/1.1" 200 2252
127.0.0.1 - - [09/Aug/2017:09:50:57 +0530] "GET /TodoApp/ HTTP/1.1" 200 1702
127.0.0.1 - - [09/Aug/2017:09:50:57 +0530] "GET /TodoApp/templates/home.html HTTP/1.1" 304 -
127.0.0.1 - - [09/Aug/2017:09:50:57 +0530] "POST /TodoApp/app/getAllTodoTask HTTP/1.1" 200 2252
127.0.0.1 - - [09/Aug/2017:09:51:03 +0530] "GET /TodoApp/bower_components/angular-bootstrap-datetimepicker/src/css/datetimepicker.css.map HTTP/1.1" 200 3992
127.0.0.1 - - [09/Aug/2017:09:51:03 +0530] "GET /TodoApp/bower_components/bootstrap-css-only/css/bootstrap.css.map HTTP/1.1" 200 389287
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/ HTTP/1.1" 200 1702
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/bootstrap-css-only/css/bootstrap.css HTTP/1.1" 200 146010
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap-datetimepicker/src/css/datetimepicker.css HTTP/1.1" 200 3127
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/css/loginRegfile.css HTTP/1.1" 200 737
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/css/home.css HTTP/1.1" 200 4647
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/app.js HTTP/1.1" 200 1298
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/controller/userLoginController.js HTTP/1.1" 200 633
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap/ui-bootstrap-csp.css HTTP/1.1" 200 3989
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/controller/homeController.js HTTP/1.1" 200 7718
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/service/todoservice.js HTTP/1.1" 200 354
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/service/generatenewAccess.js HTTP/1.1" 200 293
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/js/controller/userRegController.js HTTP/1.1" 200 613
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/bootstrap/dist/js/bootstrap.js HTTP/1.1" 200 69707
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap-datetimepicker/src/js/datetimepicker.js HTTP/1.1" 200 22071
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-ui-router/release/angular-ui-router.js HTTP/1.1" 200 414773
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/jquery/dist/jquery.js HTTP/1.1" 200 268039
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-tooltips/dist/angular-tooltips.js HTTP/1.1" 200 28491
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-sanitize/angular-sanitize.js HTTP/1.1" 200 29773
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/moment/moment.js HTTP/1.1" 200 128945
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/bootstrap-css-only/css/bootstrap.css.map HTTP/1.1" 200 389287
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap-datetimepicker/src/js/datetimepicker.templates.js HTTP/1.1" 200 2957
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap-datetimepicker/src/css/datetimepicker.css.map HTTP/1.1" 200 3992
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular/angular.js HTTP/1.1" 200 1268263
127.0.0.1 - - [09/Aug/2017:09:53:13 +0530] "GET /TodoApp/bower_components/angular-bootstrap/ui-bootstrap-tpls.js HTTP/1.1" 200 275010
127.0.0.1 - - [09/Aug/2017:09:53:14 +0530] "GET /TodoApp/bower_components/angular-ui-router/release/angular-ui-router.js.map HTTP/1.1" 200 337546
127.0.0.1 - - [09/Aug/2017:09:53:14 +0530] "GET /TodoApp/templates/home.html HTTP/1.1" 200 11536
127.0.0.1 - - [09/Aug/2017:09:53:14 +0530] "GET /TodoApp/images/remindericon.svg HTTP/1.1" 200 722
127.0.0.1 - - [09/Aug/2017:09:53:14 +0530] "GET /TodoApp/images/refresh.svg HTTP/1.1" 200 394
